IDHidrometro,hid_imo_cod_inscricao,CVProcessado,QtdMedicoes,QtdOcorrencias,hid_imo_qtd_pontos_utilizacao,variacaoTendencia,vidaHidrometro,vidaInstalacao,predicao,proba_0,ESM_SEQ_ESPECIFICACAO_MEDIDOR,MED_NUM_VOLUME_CALCULADO,MED_NUM_VOLUME_MEDIDO,imo_bsk_imovel,geo_set_num_setor,geo_lge_dsc_localidade_prax,geo_lge_dsc_distrito_prax,geo_lge_dsc_municipio_prax,geo_uad_sgl_unidade_negocio,pim_dsc_padrao_imovel,sii_nom_situacao_imovel,sla_nom_situacao_lig_agua,provavel_mudanca
A00N321016,5375592,0.32228884,13,0,5,-0.14423077,19,10,0,0.5786,11,13.0,13.0,5375592,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A02S201271,6396526,0.18876311,13,0,1,0.01980198,17,9,0,0.5776,11,13.0,13.0,6396526,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A03L015264,6929362,0.20342037,13,0,4,-0.15294118,16,10,0,0.597,11,10.0,10.0,6929362,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A03L147325,1826140,0.11444308,13,0,1,0.20454545,16,10,0,0.606,11,13.0,13.0,1826140,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A03S157863,14063107,0.17781846,26,0,7,-0.1,16,8,0,0.5625,11,9.0,9.0,14063107,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A03S159205,6919693,0.08030201,13,1,6,-0.04761905,16,10,0,0.584,11,13.0,13.0,6919693,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A03S515061,8421897,0.40146416,13,4,4,0.09589041,16,10,0,0.594,11,10.0,10.0,8421897,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A03S315629,6940277,0.32976687,13,3,1,0.6981132,16,10,0,0.6533,11,9.0,9.0,6940277,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A03S437566,5383773,0.17963548,13,0,2,-0.2413793,16,10,0,0.5894,11,9.0,9.0,5383773,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A03S440580,7918070,0.15153535,13,0,3,0.035714287,16,10,0,0.621,11,15.0,15.0,7918070,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A04L198305,9864008,0.30775782,13,0,3,-0.46979865,15,10,0,0.6143,11,14.0,14.0,9864008,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A03S552704,6919898,0.14234972,13,0,2,-0.224,16,9,0,0.597,11,13.0,13.0,6919898,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A04L201661,5383382,0.16837004,26,0,7,-0.056818184,15,10,0,0.681,11,10.0,10.0,5383382,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A04S123587,7525664,0.17136624,13,0,6,0.2,15,8,0,0.6206,11,9.0,9.0,7525664,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A04L457934,7523726,0.117675684,13,0,4,-0.09615385,15,10,0,0.6367,11,13.0,13.0,7523726,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A04L454091,2584204,0.2575203,13,0,6,0.46153846,15,7,0,0.6016,11,13.0,13.0,2584204,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A04L725003,7522690,0.11150553,13,0,1,0.045045044,15,10,0,0.6167,11,14.0,14.0,7522690,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A04S040855,14086476,0.19372842,13,0,9,-0.1764706,15,8,0,0.619,11,13.0,13.0,14086476,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A04L721237,5382602,0.30429032,13,0,11,0.4385965,15,10,0,0.673,11,9.0,9.0,5382602,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A04S218896,7861850,0.5806986,13,3,5,0.0,15,8,0,0.5767,11,9.0,9.0,7861850,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A04S323187,10527427,0.1485384,13,0,4,0.091836736,15,8,0,0.622,11,13.0,13.0,10527427,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A04S329417,6918751,0.26805866,13,0,4,-0.41860464,15,8,0,0.617,11,10.0,10.0,6918751,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A05F064419,6940471,0.8395601,13,0,3,0.90789473,14,10,0,0.636,11,9.0,9.0,6940471,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A05F105959,2098113,0.28374162,13,2,1,-0.1392405,14,10,0,0.6167,11,9.0,9.0,2098113,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A05F071348,6929273,0.1929182,13,0,4,0.04255319,14,10,0,0.6465,11,13.0,13.0,6929273,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A05F088081,5383994,0.22557868,13,1,3,0.06329114,14,10,0,0.6045,11,10.0,10.0,5383994,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A05F086223,5368081,0.44264078,13,0,5,0.78571427,14,10,0,0.6445,11,13.0,13.0,5368081,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A05F122755,6621147,0.094211146,13,1,6,-0.08411215,14,10,0,0.6104,11,13.0,13.0,6621147,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A05F339026,5381282,0.4234568,13,5,1,-0.50537634,14,10,0,0.623,11,10.0,10.0,5381282,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A05F339329,6934935,0.30101565,13,0,15,0.42857143,14,10,0,0.6714,11,15.0,15.0,6934935,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A05L147431,9879579,0.20037259,13,0,5,0.04225352,14,6,0,0.602,11,10.0,10.0,9879579,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A06F280124,7527950,0.1782836,13,0,6,-0.25892857,13,10,0,0.652,11,13.0,13.0,7527950,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A06F313591,7875355,0.4524882,13,2,5,-0.41044775,13,6,0,0.604,11,15.0,15.0,7875355,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A06F330000,5392136,0.30697563,13,0,3,-0.23863636,13,10,0,0.614,11,9.0,9.0,5392136,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A06F395613,8279799,0.3710194,13,1,7,0.07575758,13,10,0,0.64,11,9.0,9.0,8279799,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A06S519068,7495803,0.1314368,13,0,3,0.23364486,13,10,0,0.6826,11,15.0,15.0,7495803,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A06S700185,14035960,0.19582666,13,0,1,0.12307692,13,9,0,0.6245,11,9.0,9.0,14035960,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A07F225608,8517495,0.3288565,13,0,18,0.40677965,12,4,0,0.584,11,9.0,9.0,8517495,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A07F262438,7916094,0.14834972,13,0,4,0.23655914,12,10,0,0.676,11,14.0,14.0,7916094,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A07F306316,2121190,0.09834562,13,0,4,0.15625,12,10,0,0.6484,11,9.0,9.0,2121190,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A07F312497,7524854,0.23630579,13,0,5,0.46875,12,10,0,0.668,11,14.0,14.0,7524854,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A07F340322,5376050,0.1051098,13,0,5,0.056338027,12,11,0,0.624,11,9.0,9.0,5376050,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A07F344385,800449,0.044123612,13,11,4,0.23076923,12,11,0,0.5796,11,10.0,10.0,800449,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A07S260387,2855992,0.45527148,13,0,3,0.025,12,4,0,0.5645,11,10.0,10.0,2855992,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A07S308642,5367166,0.10793824,13,0,6,0.11392405,12,5,0,0.582,11,10.0,10.0,5367166,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A07S356543,14085771,0.28193343,13,0,6,0.13157895,12,8,0,0.634,11,10.0,10.0,14085771,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A08F066248,9082522,0.06773163,13,0,4,0.01369863,11,6,0,0.553,11,9.0,9.0,9082522,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A08F066765,2233983,0.1117722,13,0,4,0.0,11,11,0,0.606,11,10.0,10.0,2233983,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A08F071570,5384265,0.08183049,13,0,5,-0.065789476,11,6,0,0.642,11,9.0,9.0,5384265,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A08F211583,10482792,0.63413495,13,3,8,-0.30645162,11,11,0,0.613,11,9.0,9.0,10482792,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A08F234569,904872,1.2385049,13,4,5,0.56578946,11,10,0,0.5923,11,15.0,15.0,904872,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A08F346742,5333750,0.14422205,13,0,5,-0.175,11,4,0,0.575,11,9.0,9.0,5333750,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A08F400023,1843109,0.35050574,13,0,3,0.625,11,10,0,0.6226,11,13.0,13.0,1843109,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A08F417110,9399470,0.25844315,13,0,12,0.27941176,11,5,0,0.6235,11,9.0,9.0,9399470,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A08F429301,5617120,0.34533438,13,0,6,0.9285714,11,11,0,0.6245,11,9.0,9.0,5617120,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A08F470404,5389356,0.3609268,13,3,5,0.5409836,11,10,0,0.6367,11,9.0,9.0,5389356,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F039636,5902436,0.25318485,13,0,3,-0.06122449,10,10,0,0.608,11,14.0,14.0,5902436,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A08F497697,5398312,0.11654413,13,0,2,-0.069767445,11,10,0,0.6367,11,20.0,20.0,5398312,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F053006,9820647,0.46999574,13,0,8,-0.17977528,10,5,0,0.574,11,10.0,10.0,9820647,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A09F059693,5917514,0.3300541,13,0,4,-0.3292683,10,10,0,0.601,11,9.0,9.0,5917514,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A09F097031,6617115,0.32738608,13,0,4,0.4528302,10,10,0,0.6445,11,9.0,9.0,6617115,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F035342,5906997,0.110205844,13,0,3,-0.0625,10,10,0,0.641,11,13.0,13.0,5906997,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F121948,5931070,0.13573517,13,0,3,-0.0875,10,10,0,0.6123,11,9.0,9.0,5931070,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F042324,5901294,0.13253777,13,0,5,0.045045044,10,10,0,0.607,11,14.0,14.0,5901294,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A09F042881,1843826,0.11501411,13,0,3,-0.0754717,10,10,0,0.638,11,20.0,20.0,1843826,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F158291,8436045,0.17407766,13,0,2,-0.14285715,10,10,0,0.6055,11,10.0,10.0,8436045,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F163985,1828258,0.12234382,13,0,1,0.055555556,10,10,0,0.5923,11,14.0,14.0,1828258,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F047383,10123768,0.09898956,13,0,3,0.050632913,10,5,0,0.5933,11,10.0,10.0,10123768,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F041507,10247610,0.29447258,13,0,4,0.6296296,10,8,0,0.6426,11,20.0,20.0,10247610,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A09F060131,5917069,0.13558903,13,2,5,-0.18367347,10,10,0,0.5884,11,17.0,17.0,5917069,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A09F082310,7915640,0.083631195,13,0,5,-0.017094018,10,10,0,0.6064,11,15.0,15.0,7915640,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A09F188657,2310856,0.09930727,13,0,4,-0.07476635,10,10,0,0.6484,11,13.0,13.0,2310856,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F098887,5923760,0.22601649,13,0,1,-0.24242425,10,10,0,0.573,11,10.0,10.0,5923760,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F123215,5928532,0.14124447,13,0,5,-0.08527132,10,10,0,0.6255,11,15.0,15.0,5928532,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F123216,5928435,0.0851705,13,1,4,0.013157895,10,10,0,0.5625,11,10.0,10.0,5928435,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A09F157273,5392225,0.12315302,13,1,3,0.0,10,10,0,0.558,11,15.0,15.0,5392225,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F119369,9103660,0.58123696,13,1,6,-0.76404494,10,6,0,0.616,11,10.0,10.0,9103660,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A09F126044,5931517,0.11530124,13,0,3,0.17475729,10,10,0,0.643,11,14.0,14.0,5931517,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F163839,8117268,0.5483052,13,1,2,2.030303,10,10,0,0.6094,11,13.0,13.0,8117268,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F187783,5879590,0.12965395,13,0,4,-0.16129032,10,10,0,0.623,11,15.0,15.0,5879590,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A09F191102,5955483,0.23678644,13,1,1,0.19,10,10,0,0.5757,11,13.0,13.0,5955483,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F237877,5370175,0.4529612,13,1,4,1.2368422,10,10,0,0.625,11,9.0,9.0,5370175,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F188287,8115320,0.28055212,13,0,4,0.02173913,10,10,0,0.591,11,10.0,10.0,8115320,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F189959,9878416,0.1609621,13,0,3,0.073529415,10,10,0,0.603,11,9.0,9.0,9878416,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F194878,5957613,0.2438537,13,0,1,-0.17391305,10,10,0,0.581,11,15.0,15.0,5957613,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F212910,9871250,0.1201242,13,3,4,-0.04494382,10,10,0,0.5986,11,10.0,10.0,9871250,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F208413,5962390,0.14834972,13,0,3,0.114583336,10,10,0,0.616,11,13.0,13.0,5962390,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F237369,5335191,0.4208127,13,0,1,-0.06451613,10,10,0,0.603,11,9.0,9.0,5335191,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F242193,5443318,0.2310797,13,1,1,0.32307693,10,10,0,0.5996,11,9.0,9.0,5443318,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F241784,6007589,0.21043453,13,1,3,0.3882353,10,10,0,0.609,11,13.0,13.0,6007589,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A09F278422,6067824,0.13688561,13,0,3,-0.028301887,10,9,0,0.621,11,13.0,13.0,6067824,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A10F003458,5123828,0.22410202,13,0,10,-0.31460676,9,9,0,0.6523,11,10.0,10.0,5123828,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A10F008169,6021280,0.32696056,13,0,1,0.5671642,9,9,0,0.6636,11,13.0,13.0,6021280,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A10F008347,909858,0.7055244,13,0,1,4.5384617,9,9,0,0.6543,11,9.0,9.0,909858,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A10F008525,5379377,0.39203882,13,4,3,-0.6195652,9,9,0,0.654,11,10.0,10.0,5379377,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A10F008526,1844415,0.075042404,13,0,3,0.07920792,9,9,0,0.643,11,13.0,13.0,1844415,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A09F306612,5370140,0.44843885,13,0,5,-0.6545454,10,9,0,0.6445,11,10.0,10.0,5370140,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F316117,6100473,0.69777936,13,0,6,-0.046153847,10,9,0,0.6123,11,9.0,9.0,6100473,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A09F321383,905640,0.28019246,13,2,7,-0.5648148,10,9,0,0.645,11,10.0,12.0,905640,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A09F321380,907898,0.40933028,13,1,7,0.7818182,10,9,0,0.634,11,10.0,10.0,907898,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A10F007286,8279772,0.32847345,13,0,4,-0.5,9,9,0,0.6616,11,13.0,13.0,8279772,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A10F061758,5880122,0.16046683,13,0,10,0.23880596,9,5,0,0.635,11,9.0,9.0,5880122,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A10F061986,11105372,0.14481154,13,0,60,0.04411765,9,5,0,0.576,11,9.0,9.0,11105372,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A10F014983,6139230,0.38547742,13,0,3,-0.25,9,9,0,0.631,11,14.0,14.0,6139230,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A10F018925,7528124,0.31491834,13,12,7,-0.25,9,9,0,0.6167,11,9.0,9.0,7528124,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A10F093061,6351360,0.5667735,13,1,6,-0.30985916,9,9,0,0.621,11,9.0,9.0,6351360,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A10F037265,6098932,0.6452039,13,0,8,0.44262296,9,9,0,0.6694,11,9.0,9.0,6098932,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A10F036862,6134475,0.34664303,13,0,5,-0.35643566,9,9,0,0.6313,11,10.0,10.0,6134475,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A10F050628,6127690,0.15364668,13,0,4,0.0,9,9,0,0.5986,11,15.0,15.0,6127690,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A10F056988,6110614,0.15403876,13,0,4,-0.013888889,9,9,0,0.623,11,9.0,9.0,6110614,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A10F058887,5390630,0.09721402,13,0,4,0.18421052,9,5,0,0.628,11,10.0,10.0,5390630,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
