IDHidrometro,hid_imo_cod_inscricao,CVProcessado,QtdMedicoes,QtdOcorrencias,hid_imo_qtd_pontos_utilizacao,variacaoTendencia,vidaHidrometro,vidaInstalacao,predicao,proba_0,ESM_SEQ_ESPECIFICACAO_MEDIDOR,MED_NUM_VOLUME_CALCULADO,MED_NUM_VOLUME_MEDIDO,imo_bsk_imovel,geo_set_num_setor,geo_lge_dsc_localidade_prax,geo_lge_dsc_distrito_prax,geo_lge_dsc_municipio_prax,geo_uad_sgl_unidade_negocio,pim_dsc_padrao_imovel,sii_nom_situacao_imovel,sla_nom_situacao_lig_agua,provavel_mudanca
A12F288474,7765746,0.18562862,13,0,12,0.28787878,7,7,0,0.6323,11,9.0,9.0,7765746,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A12F295868,9105352,0.20519398,13,0,8,0.26086956,7,6,0,0.634,11,9.0,9.0,9105352,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A12F369485,10093338,0.18278892,13,0,6,0.125,7,6,0,0.623,11,9.0,9.0,10093338,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A12F370226,8993807,0.30925655,13,0,6,0.53125,7,6,0,0.6265,11,9.0,9.0,8993807,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A12F349021,7916183,0.4609638,13,0,3,-0.556701,7,7,0,0.616,11,10.0,10.0,7916183,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A12F345271,7893833,0.11150197,13,0,4,0.108843535,7,4,0,0.558,11,19.0,19.0,7893833,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A12F348359,10289950,0.47258815,13,0,4,-0.14141414,7,7,0,0.6,11,13.0,13.0,10289950,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A12F354649,9085955,0.63520706,13,1,13,0.5277778,7,6,0,0.65,11,9.0,9.0,9085955,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A12F354773,7819978,0.26235822,13,0,1,-0.23469388,7,6,0,0.5884,11,10.0,10.0,7819978,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A12F354816,7828055,0.18466392,13,0,7,-0.20454545,7,6,0,0.635,11,10.0,10.0,7828055,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A12F355462,5880610,0.091905236,13,0,1,-0.023809524,7,6,0,0.5986,11,10.0,10.0,5880610,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A12F355668,9880836,0.57008773,13,1,1,-0.17460318,7,6,0,0.5938,11,9.0,9.0,9880836,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A12F349204,10218980,0.20629123,13,0,6,0.49056605,7,7,0,0.622,11,9.0,9.0,10218980,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A12F349601,10217711,0.20799053,13,0,6,0.23529412,7,7,0,0.631,11,10.0,10.0,10217711,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A12F348519,9870270,0.11066508,13,0,6,0.20833333,7,7,0,0.6494,11,10.0,10.0,9870270,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A12F354630,7915705,0.2630602,13,0,1,-0.4017857,7,6,0,0.607,11,10.0,10.0,7915705,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A12F354821,7962819,0.07986656,13,0,11,0.0,7,6,0,0.603,11,9.0,9.0,7962819,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A12F355209,9079254,0.12903437,13,0,4,0.0,7,6,0,0.596,11,9.0,9.0,9079254,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A12F355210,7917511,0.1,13,0,1,0.06410257,7,6,0,0.5903,11,10.0,10.0,7917511,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A12F355900,9078843,0.19193105,13,0,3,-0.12676056,7,6,0,0.6167,11,9.0,9.0,9078843,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A12F354598,8990808,0.6364084,13,0,4,-0.6111111,7,6,0,0.591,11,10.0,10.0,8990808,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A12F348234,7137605,0.29137805,13,0,3,-0.3710692,7,7,0,0.6035,11,17.0,17.0,7137605,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A12F349617,10165584,0.1240645,13,0,11,0.083333336,7,7,0,0.617,11,10.0,10.0,10165584,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A13F140522,1842366,0.26172847,13,1,3,0.25,6,6,0,0.5835,11,9.0,9.0,1842366,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A13F146119,6917780,0.26326808,13,0,7,0.14516129,6,6,0,0.5664,11,9.0,9.0,6917780,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A13F146515,5379199,0.09663892,13,0,6,0.14393939,6,6,0,0.554,11,18.0,18.0,5379199,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A13F146735,11199415,0.3385016,13,0,12,0.8356164,6,6,0,0.594,11,10.0,10.0,11199415,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A12F349211,10220895,0.075497925,13,0,6,0.029411765,7,7,0,0.611,11,9.0,9.0,10220895,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A12F366326,2861542,0.5399827,13,0,2,-0.1097561,7,6,0,0.5938,11,10.0,10.0,2861542,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A12F367077,6748880,0.110205844,13,0,6,0.14736842,7,6,0,0.6147,11,14.0,14.0,6748880,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A12F366544,898953,0.24902873,13,0,3,-0.20212767,7,6,0,0.599,11,10.0,10.0,898953,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A12F366641,7524293,0.121155165,13,0,6,-0.033898305,7,6,0,0.6113,11,14.0,14.0,7524293,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A12F367242,6918760,0.21983926,13,0,4,0.33870968,7,6,0,0.633,11,10.0,10.0,6918760,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A12F367461,6943560,0.11123608,13,0,1,0.0,7,6,0,0.574,11,9.0,9.0,6943560,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A12F370241,8999660,0.54035443,13,1,8,-0.32824427,7,6,0,0.622,11,13.0,13.0,8999660,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A12F366587,11043261,0.21616334,13,0,5,-0.1724138,7,6,0,0.6094,11,14.0,14.0,11043261,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A12F370228,9087141,0.6489683,13,2,11,-0.7804878,7,6,0,0.606,11,13.0,13.0,9087141,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A12F366933,10448489,0.122857004,13,0,5,-0.103896104,7,6,0,0.614,11,9.0,9.0,10448489,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A12F366955,6937888,0.59423715,13,1,3,3.090909,7,6,0,0.6465,11,9.0,9.0,6937888,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A12F369668,5884187,0.472254,13,0,1,-0.6074074,7,6,0,0.5864,11,9.0,9.0,5884187,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A12F369782,8996369,0.5227437,13,0,8,-0.7125,7,6,0,0.6187,11,9.0,9.0,8996369,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A12F371101,9082530,0.11262173,13,0,5,0.037037037,7,6,0,0.609,11,10.0,10.0,9082530,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A13F203072,5384389,0.6517578,13,2,5,1.2391304,6,6,0,0.5757,11,10.0,10.0,5384389,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A13F203385,11565691,0.09050722,13,0,4,-0.02631579,6,6,0,0.5703,11,14.0,14.0,11565691,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A13F203675,11531690,0.13308662,13,0,7,-0.093333334,6,6,0,0.5786,11,9.0,9.0,11531690,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A13F140579,11067403,0.14344382,13,0,11,0.203125,6,6,0,0.591,11,9.0,9.0,11067403,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A13F139866,11005866,0.30157247,13,0,12,-0.04597701,6,6,0,0.6113,11,10.0,10.0,11005866,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A13F139984,11147008,0.24365847,13,0,8,0.3478261,6,6,0,0.5825,11,13.0,13.0,11147008,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A13F140088,11091460,0.280371,13,0,5,0.23076923,6,6,0,0.582,11,10.0,10.0,11091460,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A13F140745,6930921,0.2587201,13,0,9,-0.26760563,6,6,0,0.58,11,15.0,15.0,6930921,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A13F144958,11457392,0.14017746,13,1,5,0.27118644,6,6,0,0.5894,11,17.0,17.0,11457392,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A13F144954,2715309,0.15021457,13,0,3,-0.11494253,6,6,0,0.562,11,10.0,10.0,2715309,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A13F145793,11507721,0.10852829,13,0,3,0.16129032,6,6,0,0.5635,11,13.0,13.0,11507721,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A13F140564,10706330,0.073827125,13,0,3,-0.028571429,6,6,0,0.574,11,13.0,13.0,10706330,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A13F140103,9109951,0.111517824,13,0,4,0.014492754,6,6,0,0.5684,11,9.0,9.0,9109951,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A13F140475,9099689,0.3883904,13,0,1,0.6122449,6,6,0,0.604,11,10.0,10.0,9099689,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A13F140761,5879876,0.32659864,13,0,15,0.36764705,6,6,0,0.596,11,10.0,10.0,5879876,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A13F146884,10428496,0.123311594,13,0,3,0.21487603,6,6,0,0.6,11,17.0,17.0,10428496,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A13F146032,11042109,0.18471235,13,0,3,-0.15,6,6,0,0.5664,11,10.0,10.0,11042109,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A13F146366,8114668,0.11669281,13,0,6,0.14492753,6,6,0,0.559,11,9.0,9.0,8114668,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A13F146981,11324732,0.17435499,13,0,1,-0.042857144,6,6,0,0.5576,11,9.0,9.0,11324732,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A13F145462,8114714,0.100949466,13,0,4,-0.04411765,6,6,0,0.5757,11,9.0,9.0,8114714,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A13F145947,10155260,0.09657213,13,0,4,-0.016949153,6,6,0,0.562,11,14.0,14.0,10155260,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A13F146021,5380910,0.08375067,13,0,4,-0.083333336,6,6,0,0.584,11,10.0,10.0,5380910,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A13F221138,11731338,0.6411938,13,1,5,4.611111,6,5,0,0.5884,11,10.0,10.0,11731338,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A13F140110,9108998,0.10040428,13,0,5,-0.04,6,6,0,0.568,11,9.0,9.0,9108998,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A13F140178,6611370,0.2018902,13,3,11,-0.012820513,6,6,0,0.583,11,9.0,9.0,6611370,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A13F140463,5373590,0.3868139,13,0,6,-0.5315315,6,6,0,0.5757,11,10.0,10.0,5373590,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A13F140496,9098933,0.14679591,13,0,6,0.13076924,6,6,0,0.565,11,17.0,17.0,9098933,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A13F140662,6926070,0.45391005,13,0,5,0.6333333,6,6,0,0.568,11,9.0,9.0,6926070,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A13F146775,11227494,0.09824782,13,0,5,-0.088495575,6,6,0,0.5747,11,14.0,14.0,11227494,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A13F202918,11800348,0.11008385,13,0,13,-0.101265825,6,5,0,0.574,11,9.0,9.0,11800348,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A13F146990,11360291,0.39315835,13,0,6,-0.51111114,6,6,0,0.5757,11,9.0,9.0,11360291,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A13F203306,11704357,0.31624037,13,3,48,0.37931034,6,5,0,0.5737,11,9.0,9.0,11704357,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A13F202776,11587717,0.5882898,13,1,5,-0.48979592,6,6,0,0.5537,11,13.0,13.0,11587717,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A13F204534,8118086,0.22041975,13,0,1,0.27941176,6,6,0,0.569,11,9.0,9.0,8118086,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A13F203200,11582529,0.15350038,13,0,5,-0.013888889,6,6,0,0.5557,11,9.0,9.0,11582529,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A13F204190,2971704,0.11811144,13,0,4,-0.12048193,6,5,0,0.5537,11,9.0,9.0,2971704,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A13F203225,11612266,0.13928343,13,0,6,0.25714287,6,5,0,0.554,11,10.0,10.0,11612266,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A13F203616,11543876,0.18708287,13,0,10,0.08219178,6,6,0,0.573,11,9.0,9.0,11543876,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A13F202779,5368162,0.31298172,13,0,2,-0.5049505,6,6,0,0.5693,11,9.0,9.0,5368162,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A13F202785,8698228,0.47122547,13,0,12,0.97979796,6,5,0,0.5815,11,18.0,18.0,8698228,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A13F203618,11537922,0.10366623,13,1,5,0.1369863,6,6,0,0.553,11,10.0,10.0,11537922,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A13F221458,5331730,0.1399292,13,0,9,-0.1521739,6,5,0,0.563,11,15.0,15.0,5331730,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A13F220705,11078596,0.21776079,13,0,13,-0.10344828,6,5,0,0.5625,11,9.0,9.0,11078596,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A13F221611,11765941,0.16463786,13,0,5,0.2278481,6,5,0,0.5605,11,10.0,10.0,11765941,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A13F221973,5373280,0.11155427,13,0,4,-0.10169491,6,5,0,0.5596,11,14.0,14.0,5373280,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A13F220938,9871535,0.13860506,13,0,4,-0.024096385,6,5,0,0.552,11,10.0,10.0,9871535,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A13F241896,9994068,0.18856181,13,0,12,-0.24817519,6,5,0,0.5894,11,14.0,14.0,9994068,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A13F239269,5334845,0.110994436,13,0,4,-0.129771,6,5,0,0.5635,11,14.0,14.0,5334845,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A13F242440,11580690,0.16926642,13,0,7,0.24,6,5,0,0.5513,11,10.0,10.0,11580690,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F012538,10204083,0.121007465,13,0,4,0.101265825,5,5,0,0.556,11,10.0,10.0,10204083,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F012675,10448632,0.18353157,13,0,4,0.12162162,5,5,0,0.5537,11,10.0,10.0,10448632,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F014000,6930506,0.14671138,13,0,3,0.18691589,5,5,0,0.555,11,15.0,15.0,6930506,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F014360,2720213,0.07751558,13,0,5,-0.04587156,5,5,0,0.566,11,13.0,13.0,2720213,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A13F266412,8512132,0.15936951,13,0,18,-0.13157895,6,4,0,0.5723,11,13.0,13.0,8512132,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F011946,5371627,0.16910191,13,0,4,-0.21311475,5,5,0,0.564,11,13.0,13.0,5371627,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F011948,7137966,0.14488819,13,1,4,0.10071942,5,5,0,0.5503,11,17.0,17.0,7137966,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F012312,5387450,0.10052446,13,0,4,-0.060240965,5,5,0,0.5815,11,10.0,10.0,5387450,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F011947,6946755,0.1876196,13,0,4,0.36,5,5,0,0.5503,11,10.0,10.0,6946755,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F012540,6929028,0.14594701,13,0,4,-0.08064516,5,5,0,0.5654,11,15.0,15.0,6929028,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F084740,5336589,0.18109593,13,0,3,-0.055555556,5,5,0,0.5674,11,9.0,9.0,5336589,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F011950,5378109,0.116299465,13,0,3,0.10294118,5,5,0,0.555,11,9.0,9.0,5378109,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F012163,10045791,0.11669281,13,0,8,-0.103896104,5,5,0,0.5566,11,9.0,9.0,10045791,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F012537,2841878,0.2253936,13,9,3,-0.16923077,5,5,0,0.5557,11,10.0,10.0,2841878,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F014770,8118442,0.22181386,13,0,3,0.28125,5,5,0,0.5503,11,10.0,10.0,8118442,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F011851,2867532,0.09404008,13,0,3,-0.13793103,5,5,0,0.5605,11,14.0,14.0,2867532,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F011951,6612741,0.08293325,13,0,5,-0.023809524,5,5,0,0.5522,11,10.0,10.0,6612741,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F012024,8110476,0.090721846,13,0,3,-0.15584415,5,5,0,0.556,11,9.0,9.0,8110476,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F012372,6926002,0.1779513,13,0,6,0.24242425,5,5,0,0.559,11,10.0,10.0,6926002,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F012471,5389330,0.09050722,13,0,3,-0.023809524,5,5,0,0.5586,11,10.0,10.0,5389330,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F012779,5372836,0.62081933,13,0,3,0.30645162,5,5,0,0.5557,11,10.0,10.0,5372836,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F014264,5336392,0.0992683,13,0,4,0.12,5,5,0,0.56,11,14.0,14.0,5336392,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F018306,2719045,0.18218124,13,0,4,-0.17948718,5,5,0,0.5605,11,9.0,9.0,2719045,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A14F012367,5371716,0.09885914,13,0,2,-0.027777778,5,5,0,0.562,11,13.0,13.0,5371716,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A14F013046,7918283,0.12779681,13,0,2,0.23404256,5,5,0,0.5605,11,14.0,14.0,7918283,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
