Data da Verificação,Hidrômetro No,Ano de Inst.,Qn,Qt ,Qmín,Status,REP- P/N,APROVADO,STATUS,GERADO_PELO_MODELO
18/07/19,A08F231058,-,"0,26","2,00","-7,00",RP1,N,RP,1,2
18/07/19,A01s686927,-,"-2,34","-6,00","-11,00",RP3,N,RP,1,2
18/07/19,A03S024237,-,"-0,48","0,80","-1,40",AP,,AP,0,2
18/07/19,A03S409030,-,"-0,30","2,40","1,20",RP1,N,RP,1,2
18/07/19,A08F215065,-,"-1,84","-1,00","-8,00",RP1,N,RP,1,0
18/07/19,A06S800284,-,"-0,86","0,00","-3,00",AP,,AP,0,2
18/07/19,A04S063957,-,"-2,68","0,00","-2,40",RP1,N,RP,1,2
18/07/19,A10F168326,-,"-4,40","-3,60","-100,00",RP3,N,RP,1,2
18/07/19,A06F313168,-,"-2,14","8,60","-33,60",RP3,P,RP,1,0
18/07/19,A08S704292,-,"-1,76","-0,40","-5,40",RP1,N,RP,1,0
18/07/19,A10F503895,-,"-0,30","-1,40","-39,60",RP1,N,RP,1,2
18/07/19,A10F177264,-,"-4,84","-1,00","-9,00",RP2,N,RP,1,2
18/07/19,A07S098240,-,"-0,20","0,40","-3,80",AP,,AP,0,2
18/07/19,A01S068088,-,"0,00","-0,20","-9,40",RP1,N,RP,1,0
18/07/19,A02S588603,-,"-0,76","-1,00","-9,40",RP1,N,RP,1,2
18/07/19,A04L756294,-,"0,30","-1,00","-9,00",RP1,N,RP,1,0
18/07/19,A08F226022,-,"-1,30","-2,00","-36,00",RP1,N,RP,1,0
18/07/19,A07S045503,-,"-2,90","-2,40","-9,60",RP3,N,RP,1,2
18/07/19,A07S619465,-,"-4,20","-5,00","4,00",RP2,N,RP,1,2
18/07/19,A07F241927,-,"-1,16","-2,00","-10,40",RP1,N,RP,1,2
18/07/19,A07S314441,-,"-1,80","-2,00","-2,00",AP,,AP,0,2
18/07/19,A12F347179,-,"1,42","0,40","-8,00",RP1,N,RP,1,2
18/07/19,A07F287739,-,"-14,16","-15,00","-100,00",RP3,N,RP,1,0
18/07/19,A10F174569,-,"-3,84","-3,40","-52,00",RP3,N,RP,1,2
18/07/19,A09F026990,-,"1,66","1,40","-11,60",RP1,N,RP,1,2
18/07/19,A08F416222,-,"-5,60","-4,00","-23,00",RP3,N,RP,1,0
18/07/19,A12F060418,-,"0,00","-1,00","-12,00",RP1,N,RP,1,0
18/07/19,A04S017165,-,"-1,84","-1,00","-6,00",RP1,N,RP,1,2
18/07/19,A07S005498,-,"-5,84","-6,00","-99,60",RP3,N,RP,1,0
18/07/19,A03S159067,-,"-3,24","-2,60","-8,00",RP3,N,RP,1,2
18/07/19,A10F177268,-,"-4,40","-3,00","-26,00",RP2,N,RP,1,2
18/07/19,A12F346805,-,"-1,10","-0,40","-12,00",RP1,N,RP,1,2
18/07/19,A07S265489,-,"-2,10","-1,60","-0,40",RP1,N,RP,1,2
18/07/19,A07F203390,-,"0,50","-2,00","-62,40",RP1,N,RP,1,0
18/07/19,A04S349248,-,"-0,70","-0,60","-7,40",RP1,N,RP,1,2
18/07/19,A08F410650,-,"-0,62","-1,00","-1,40",AP,,AP,0,2
18/07/19,A08F223929,-,"-2,30","-3,00","-4,00",RP2,N,RP,1,2
18/07/19,A03S357549,-,"-2,00","-1,40","-2,60",AP,,AP,0,0
18/07/19,A12F347660,-,"-0,94","-1,00","-1,00",AP,,AP,0,2
18/07/19,A07F320275,-,"-0,76","0,60","0,40",AP,,AP,0,2
18/07/19,A04S259343,-,"-2,70","-2,40","-2,60",RP2,N,RP,1,2
18/07/19,A07F303773,-,"-6,80","-3,00","-4,40",RP2,N,RP,1,2
18/07/19,A07S329700,-,"-0,44","0,80","0,00",AP,,AP,0,0
18/07/19,A09F001712,-,"-0,38","-0,60","-1,00",AP,,AP,0,2
18/07/19,A06S473446,-,"0,10","1,00","0,40",AP,,AP,0,2
18/07/19,A03S007123,-,"-11,46","-6,00","-5,40",RP3,N,RP,1,0
18/07/19,A01S001977,-,"-1,00","-0,60","-0,40",AP,,AP,0,2
18/07/19,A07S085839,-,"-2,00","-3,40","2,60",RP1,N,RP,1,2
18/07/19,A04S216490,-,"-1,44","-2,60","-2,60",RP1,N,RP,1,0
18/07/19,A07F292499,-,"-1,20","-0,40","0,00",AP,,AP,0,2
18/07/19,A12F347661,-,"0,10","-1,00","-1,00",AP,,AP,0,2
18/07/19,A04S051300,-,"-5,24","-10,00","-9,00",RP3,N,RP,1,2
18/07/19,A11N323619,-,"-0,70","-1,00","0,00",AP,,AP,0,2
18/07/19,A01S685190,-,"-2,24","0,40","0,00",RP1,N,RP,1,2
18/07/19,A09F043999,-,"3,50","-1,60","-1,80",RP1,N,RP,1,2
18/07/19,A09F279219,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A02S226507,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A03S449762,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A02S408058,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A08F229198,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A07F277501,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A07S205869,-,"0,00","0,00","0,00",RP1,N,RP,1,0
18/07/19,A12F347656,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A98L719239,-,"0,00","0,00","0,00",RP1,N,RP,1,0
18/07/19,A13F234546,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A10F544894,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A12F284565,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A16F174572,-,"0,00","0,00","0,00",RP1,N,RP,1,0
18/07/19,A10F177219,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A12F345037,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A12F347425,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A04S161222,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A09F171406,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A12F141492,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A03F552310,-,"0,00","0,00","0,00",RP1,N,RP,1,0
18/07/19,A04S68445,-,"0,00","0,00","0,00",RP1,N,RP,1,0
18/07/19,A12F344944,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A05F053894,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A12F179084,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A12F347042,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A10F516121,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A02S200497,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A10F174566,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A07F205419,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A12F347180,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A05F319425,-,"0,00","0,00","0,00",RP1,N,RP,1,0
18/07/19,A12F345412,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A12F178710,-,"0,00","0,00","0,00",RP1,N,RP,1,2
18/07/19,A04L331959,-,"0,00","0,00","0,00",RP1,N,RP,1,2
22/07/19,A02S199363,,"-2,30","-6,00","-19,20",RP3,N,RP,1,1
22/07/19,A02S222039,,"-6,04","-1,60","2,20",RP1,N,RP,1,1
22/07/19,A04S044205,,"-4,94","-5,80","-6,80",RP3,N,RP,1,1
22/07/19,A07F278119,,"-4,34","-2,40","-11,00",RP3,N,RP,1,1
22/07/19,A07F257596,,"-5,96","-6,40","-79,60",RP3,N,RP,1,1
22/07/19,A08F295840,,"-3,00","-4,20","-19,80",RP3,N,RP,1,1
22/07/19,A08F453104,,"-2,66","-4,20","-26,20",RP3,N,RP,1,1
22/07/19,A08F501309,,"-0,70","-0,60","-9,00",RP1,N,RP,1,1
22/07/19,A08F421598,,"-1,54","-3,00","-23,20",RP2,N,RP,1,1
22/07/19,A09F223638,,"0,90","-1,60","-22,00",RP1,N,RP,1,1
22/07/19,A10F021636,,"0,08","-1,60","-37,80",RP1,N,RP,1,1
22/07/19,A10F181578,,"-2,24","-2,00","-43,00",RP2,N,RP,1,1
22/07/19,A10F527244,,"-2,00","-1,00","-3,80",AP,,AP,0,1
22/07/19,A10F173508,,"-1,98","-2,20","-28,60",RP2,N,RP,1,1
22/07/19,A11F006122,,"-0,58","-1,00","-23,10",RP1,N,RP,1,1
22/07/19,A10F171468,,"-3,66","-2,20","-16,00",RP3,N,RP,1,1
22/07/19,A10F172562,,"-1,98","-2,00","-20,40",RP1,N,RP,1,1
22/07/19,A08F455494,,"-2,48","-4,00","-91,80",RP3,N,RP,1,1
22/07/19,A10F167840,,"-0,48","-2,20","-59,00",RP2,N,RP,1,1
22/07/19,A11F286592,,"0,12","0,00","-7,80",RP1,N,RP,1,1
22/07/19,A09F250563,,"-1,82","-1,20","-11,00",RP1,N,RP,1,1
22/07/19,A08F240254,,"0,00","-0,40","-48,60",RP1,N,RP,1,1
22/07/19,A08F474698,,"-2,70","1,00","-5,00",RP1,N,RP,1,1
22/07/19,A10F252617,,"-1,84","-0,20","-11,00",RP1,N,RP,1,1
22/07/19,A14F117341,,"-1,34","-0,20","0,20",AP,,AP,0,1
22/07/19,A08F516722,,"0,44","-0,40","-36,80",RP1,N,RP,1,1
22/07/19,A12F141042,,"0,06","1,20","-3,20",AP,,AP,0,1
22/07/19,A15F123076,,"-0,76","0,60","-21,60",RP1,N,RP,1,1
22/07/19,A10F083676,,"-2,38","-0,80","-16,00",RP2,N,RP,1,1
22/07/19,A00L056433,,"-2,38","-1,80","-6,20",RP2,N,RP,1,1
22/07/19,A12F346109,,"-0,70","8,80","-87,20",RP2,P,RP,1,1
22/07/19,A12F345488,,"-0,22","-1,00","-11,00",RP1,N,RP,1,1
22/07/19,A12F345041,,"0,42","-0,80","-8,20",RP1,N,RP,1,1
22/07/19,A12F346648,,"-1,50","-0,40","-4,80",AP,,AP,0,1
22/07/19,A14F005810,,"-0,90","0,00","-4,60",AP,,AP,0,1
22/07/19,A14F003875,,"-2,96","-0,20","-14,20",RP2,N,RP,1,1
22/07/19,A14F005804,,"1,10","-1,00","-14,40",RP1,N,RP,1,1
22/07/19,A14F442577,,"0,12","-0,80","-32,20",RP1,N,RP,1,1
22/07/19,A14F004440,,"-5,86","-5,60","-65,40",RP3,N,RP,1,1
22/07/19,A14F405114,,"-0,98","-0,40","-19,40",RP1,N,RP,1,1
22/07/19,A12F284416,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A11F300509,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A06F356747,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A03S358724,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A03S161617,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A10F171466,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A10F506827,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A02S435842,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A10F346081,,"-100,00","-100,00","-100,00",RP1,N,RP,1,0
22/07/19,A12F345652,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A12F345921,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A12F345606,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A12F140593,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A11F193185,,"-100,00","-100,00","-100,00",RP1,N,RP,1,0
22/07/19,A12F140552,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A11N236180,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A12F347939,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A04S042154,,"-12,44","-7,00","-6,20",RP3,N,RP,1,1
22/07/19,A10F172553,,"-1,20","-0,80","-20,60",RP1,N,RP,1,1
22/07/19,A09F246068,,"-3,10","-2,00","-31,60",RP2,N,RP,1,1
22/07/19,A06F372672,,"-0,24","1,00","-14,00",RP1,N,RP,1,1
22/07/19,A12F178362,,"-1,18","-0,60","-8,60",RP1,N,RP,1,1
22/07/19,A12F347630,,"-1,36","-1,40","-20,40",RP1,N,RP,1,1
22/07/19,A03S553188,,"-0,30","2,40","-2,40",RP1,P,RP,1,1
22/07/19,A01S686465,,"-5,00","-10,40","-23,60",RP3,N,RP,1,1
22/07/19,A09F192814,,"-1,74","-0,20","-15,00",RP1,N,RP,1,1
22/07/19,A12F347938,,"1,14","-9,00","-6,40",RP2,N,RP,1,1
22/07/19,A02S042816,,"-4,46","-5,40","-23,40",RP3,N,RP,1,0
22/07/19,A09F247675,,"-5,60","-2,00","-9,00",RP2,N,RP,1,1
22/07/19,A04S427694,,"5,04","1,60","1,00",RP1,P,RP,1,1
22/07/19,A09F116848,,"-1,64","1,00","-10,00",RP1,N,RP,1,1
22/07/19,A08F422134,,"-3,86","-6,40","-100,00",RP3,N,RP,1,1
22/07/19,A09F264214,,"-4,26","-3,00","-18,60",RP3,N,RP,1,0
22/07/19,A04S157210,,"-0,90","-2,60","-3,80",RP1,N,RP,1,1
22/07/19,A11N320803,,"0,86","2,00","-15,50",RP1,N,RP,1,1
22/07/19,A04L334308,,"-0,56","1,60","-32,60",RP1,N,RP,1,1
22/07/19,A12F345607,,"-0,16","0,00","-13,00",RP1,N,RP,1,1
22/07/19,A11F181466,,"-1,02","-7,43","-37,60",RP2,N,RP,1,0
22/07/19,A10F002448,,"-1,84","-6,67","-16,00",RP2,N,RP,1,1
22/07/19,A02S226046,,"-3,96","-11,43","-13,40",RP3,N,RP,1,1
22/07/19,A02S225542,,"-3,06","-9,90","-18,00",RP3,N,RP,1,1
22/07/19,A12F095788,,"-2,26","-6,10","-7,00",RP3,N,RP,1,0
22/07/19,A02S756493,,"-24,90","-24,38","-18,40",RP3,N,RP,1,0
22/07/19,A04S041267,,"-1,10","-16,19","-100,00",RP2,N,RP,1,1
22/07/19,A12F284655,,"0,00","-4,76","-9,40",RP2,N,RP,1,1
22/07/19,A09F288056,,"-2,14","-6,10","-25,00",RP3,N,RP,1,1
22/07/19,A14F005805,,"-0,64","-4,38","-7,40",RP2,N,RP,1,1
22/07/19,A10F160765,,"-2,20","-3,60","-31,40",RP3,N,RP,1,1
22/07/19,A08F402615,,"-0,94","8,40","-39,00",RP2,P,RP,1,1
22/07/19,A04L590988,,"5,00","2,00","-6,00",RP2,P,RP,1,1
22/07/19,A09F308478,,"0,20","-2,00","-5,00",AP,,AP,0,1
22/07/19,A01L315313,,"1,80","-2,00","-96,50",RP1,N,RP,1,1
22/07/19,A03S016015,,"-1,30","-4,00","-18,60",RP2,N,RP,1,0
22/07/19,A08F028767,,"0,60","-1,00","-10,00",RP1,N,RP,1,0
22/07/19,A08F575860,,"-1,20","-3,00","-13,00",RP2,N,RP,1,0
22/07/19,A09F255603,,"-0,50","-4,00","-26,00",RP2,N,RP,1,1
22/07/19,A06F348600,,"-1,14","6,00","-21,60",RP2,N,RP,1,1
22/07/19,A02S685289,,"-3,34","-3,00","-14,60",RP3,N,RP,1,1
22/07/19,A02S430991,,"-2,16","-1,40","-16,00",RP2,N,RP,1,1
22/07/19,A04S065395,,"-3,00","-2,00","-3,40",RP1,N,RP,1,1
22/07/19,A04S012561,,"-3,76","-3,80","-7,60",RP3,N,RP,1,1
22/07/19,A04S160504,,"-2,00","-4,00","-10,00",RP2,N,RP,1,1
22/07/19,A02S084330,,"-2,14","-0,60","-2,00",RP1,N,RP,1,1
22/07/19,A10F177357,,"-3,76","-3,40","-1,00",RP2,N,RP,1,1
22/07/19,A02S684458,,"-2,94","-4,40","-19,60",RP3,N,RP,1,1
22/07/19,A09F227116,,"0,00","0,00","-28,60",RP1,N,RP,1,1
22/07/19,A10F490753,,"2,84","4,40","-6,80",RP3,N,RP,1,1
22/07/19,A10F182337,,"-2,14","-4,00","-76,00",RP3,N,RP,1,1
22/07/19,A02S752116,,"0,50","0,00","-2,00",AP,,AP,0,1
22/07/19,A07F303060,,"-0,76","-4,80","-95,60",RP2,N,RP,1,0
22/07/19,A06S746933,,"-1,70","-8,00","-21,60",RP2,N,RP,1,1
22/07/19,A07S091734,,"-3,50","-3,60","-7,40",RP3,N,RP,1,1
22/07/19,A07S211877,,"-0,90","1,00","0,00",AP,,AP,0,0
22/07/19,A15F162186,,"-1,16","0,00","-13,40",RP1,N,RP,1,1
22/07/19,A11F286459,,"-0,16","0,00","-16,40",RP1,N,RP,1,1
22/07/19,A09F033500,,"-3,10","-2,00","-6,00",RP2,N,RP,1,1
22/07/19,A10F225004,,"-4,02","-3,00","-23,00",RP3,N,RP,1,1
22/07/19,A10F178586,,"-2,74","-2,60","-10,80",RP3,N,RP,1,1
22/07/19,A10F551290,,"0,16","-0,60","-11,80",RP1,N,RP,1,1
22/07/19,A08F232118,,"-2,46","-1,00","-34,40",RP2,N,RP,1,0
22/07/19,A12F033558,,"-1,70","-2,60","-18,00",RP2,N,RP,1,1
22/07/19,A06F353137,,"-1,90","-4,00","-22,00",RP2,N,RP,1,0
22/07/19,A09F172510,,"-4,56","-2,40","-10,00",RP3,N,RP,1,1
22/07/19,A10F048999,,"-1,16","-2,00","-13,00",RP1,N,RP,1,1
22/07/19,A09F120068,,"0,26","-2,00","-13,00",RP1,N,RP,1,1
22/07/19,A05L082100,,"-0,40","-1,00","-30,00",RP1,N,RP,1,1
22/07/19,A02L336171,,"-3,36","-2,40","-24,40",RP3,N,RP,1,1
22/07/19,A00L056711,,"-0,94","2,40","-6,60",RP1,N,RP,1,1
22/07/19,A08F286089,,"0,20","0,00","-15,60",RP1,N,RP,1,1
22/07/19,A10F182292,,"-1,94","-2,40","-22,60",RP2,N,RP,1,1
22/07/19,A12F032454,,"0,32","0,80","-22,40",RP1,N,RP,1,1
22/07/19,A09F288013,,"-1,00","1,40","-24,40",RP1,N,RP,1,1
22/07/19,A09F289860,,"-2,14","-0,20","-26,40",RP2,N,RP,1,1
22/07/19,A02S684062,,"-0,94","1,00","-15,00",RP1,N,RP,1,1
22/07/19,A12F345162,,"2,10","1,00","-33,40",RP2,P,RP,1,1
22/07/19,A12F346771,,"-0,04","0,00","-21,60",RP1,N,RP,1,1
22/07/19,A07S134140,,"-2,10","-4,00","-19,60",RP3,N,RP,1,1
22/07/19,A10F182215,,"-2,56","-2,80","-20,60",RP3,N,RP,1,1
22/07/19,A10F011853,,"-0,94","-2,00","-11,60",RP1,N,RP,1,1
22/07/19,A10F129623,,"-1,74","-3,40","-30,00",RP2,N,RP,1,1
22/07/19,A11N239693,,"-0,75","-1,50","-2,50",AP,,AP,0,1
22/07/19,A10F177267,,"-5,76","-5,40","-98,60",RP3,N,RP,1,1
22/07/19,A02S223028,,"-1,70","-8,00","-18,00",RP2,N,RP,1,0
22/07/19,A12F285403,,"-2,30","-2,00","-13,00",RP2,N,RP,1,1
22/07/19,A11N250195,,"0,85","1,00","-3,00",AP,,AP,0,1
22/07/19,A02S131741,,"-1,60","0,00","-11,60",RP1,N,RP,1,1
22/07/19,A01S066610,,"-1,74","-2,20","-5,40",RP2,N,RP,1,1
22/07/19,A03S315349,,"-10,22","-3,80","-2,60",RP2,N,RP,1,1
22/07/19,A07S203688,,"-0,46","0,00","-18,00",RP1,N,RP,1,1
22/07/19,A07S135380,,"-1,64","-6,60","-9,00",RP2,N,RP,1,1
22/07/19,A04S259275,,"-2,60","0,00","-2,40",RP1,N,RP,1,1
22/07/19,A09F250312,,"-0,20","-10,00","-9,00",RP2,N,RP,1,1
22/07/19,A04S259059,,"-3,66","-2,00","-5,00",RP1,N,RP,1,1
22/07/19,A11F181845,,"-0,40","-1,60","-54,40",RP1,N,RP,1,1
22/07/19,A02S407464,,"-2,00","0,60","0,60",AP,,AP,0,1
22/07/19,A04S064209,,"-3,10","-4,00","-7,00",RP3,N,RP,1,1
22/07/19,A11F310343,,"-1,54","-1,00","-23,60",RP1,N,RP,1,1
22/07/19,A10F252691,,"-1,60","-4,60","-50,40",RP2,N,RP,1,1
22/07/19,A10F168194,,"-3,10","-5,00","-43,00",RP3,N,RP,1,1
22/07/19,A13F235158,,"-2,70","-2,00","-8,60",RP2,N,RP,1,1
22/07/19,A10F308478,,"-0,70","-3,00","-53,00",RP2,N,RP,1,0
22/07/19,A01S595135,,"-3,66","-5,00","-8,40",RP3,N,RP,1,1
22/07/19,A08F243744,,"-1,00","-4,00","-26,00",RP2,N,RP,1,1
22/07/19,A10F014474,,"-0,90","-2,00","-14,00",RP1,N,RP,1,1
22/07/19,A14F003513,,"-0,44","-1,00","-6,00",RP1,N,RP,1,1
22/07/19,A10F554830,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A02S226138,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A09F238702,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A14F004506,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A08S036626,,"-100,00","-100,00","-100,00",RP1,N,RP,1,0
22/07/19,A02S756950,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A03S447180,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A11N321231,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A09F208251,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A02S431316,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A02S756137,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A03S410759,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A02S685295,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A04S123294,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A02S589124,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A11N241236,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A12F345596,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A08F466112,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A10F177214,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A12F285315,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A10F172222,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A02S455427,,"-100,00","-100,00","-100,00",RP1,N,RP,1,0
22/07/19,A11F173468,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A11N250382,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A04L273954,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A12F347648,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
22/07/19,A11F312907,,"-100,00","-100,00","-100,00",RP1,N,RP,1,1
